"IgnoreCase","LineNumber","Line","Filename","Path","Pattern","Context","Matches"
"True","198","Circular             1052672             Microsoft-Windows-Program-Compatibility-Assistant…","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","199","Retain             104857600          10 Microsoft-Windows-Privacy-Auditing/Operational","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","200","Circular             1052672             Microsoft-Windows-Privacy-Auditing-PermissiveLear…","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","201","Circular             1052672             Microsoft-Windows-PrintService/Operational","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","202","Circular             1052672           8 Microsoft-Windows-PrintService/Admin","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","203","Circular            15728640         363 Microsoft-Windows-PowerShell/Operational","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","204","Retain            1048985600           0 Microsoft-Windows-PowerShell/Admin","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","205","Circular             1052672           0 Microsoft-Windows-PowerShell-DesiredStateConfigur…","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","206","Circular             1052672           0 Microsoft-Windows-Policy/Operational","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","207","Circular             6291456           0 Microsoft-Windows-PersistentMemory-ScmBus/Operati…","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","208","Circular             1052672           0 Microsoft-Windows-PersistentMemory-ScmBus/Certifi…","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","209","Circular             6291456           0 Microsoft-Windows-PersistentMemory-PmemDisk/Opera…","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","210","Circular             6291456           0 Microsoft-Windows-PersistentMemory-Nvdimm/Operati…","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","211","Circular             1052672         465 Microsoft-Windows-Perflib/Operational","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","212","Circular             1052672           0 Microsoft-Windows-PerceptionSensorDataService/Ope…","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","213","Circular             1052672           0 Microsoft-Windows-PerceptionRuntime/Operational","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","214","Circular            16777216          23 Microsoft-Windows-Partition/Diagnostic","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","215","Circular             1052672           0 Microsoft-Windows-ParentalControls/Operational","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","216","Circular             1052672             Microsoft-Windows-OtpCredentialProvider/Operation…","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","217","Circular             1052672           0 Microsoft-Windows-OOBE-Machine-DUI/Operational","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","218","Circular             1052672             Microsoft-Windows-OneX/Operational","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","219","Circular             1052672           0 Microsoft-Windows-OneBackup/Debug","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","220","Circular             1052672           0 Microsoft-Windows-NTLM/Operational","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","221","Circular             1052672          23 Microsoft-Windows-Ntfs/WHC","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","222","Circular            33554432        3864 Microsoft-Windows-Ntfs/Operational","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","223","Circular             1052672           2 Microsoft-Windows-NlaSvc/Operational","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","224","Circular             1052672           0 Microsoft-Windows-NetworkProvisioning/Operational","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","225","Circular             1052672           0 Microsoft-Windows-NetworkProvider/Operational","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","226","Circular             1052672        1553 Microsoft-Windows-NetworkProfile/Operational","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","227","Circular             1052672           0 Microsoft-Windows-NetworkLocationWizard/Operation…","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","228","Circular             1052672             Microsoft-Windows-Network-ExecutionContext/Operat…","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","229","Circular             1052672           0 Microsoft-Windows-NdisImPlatform/Operational","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","230","Circular             1052672             Microsoft-Windows-NDIS/Operational","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","231","Circular             1052672         318 Microsoft-Windows-NCSI/Operational","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","232","Circular             1052672           6 Microsoft-Windows-NcdAutoSetup/Operational","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","233","Circular             1052672             Microsoft-Windows-Ncasvc/Operational","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","234","Circular             1052672          28 Microsoft-Windows-MUI/Operational","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","235","Circular             1052672           0 Microsoft-Windows-MUI/Admin","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","236","Circular             1052672           0 Microsoft-Windows-Mprddm/Operational","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","237","Circular             1052672             Microsoft-Windows-MosHost/Operational","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","238","Circular             1052672        1623 Microsoft-Windows-ModernDeployment-Diagnostics-Pr…","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","239","Circular             1052672           0 Microsoft-Windows-ModernDeployment-Diagnostics-Pr…","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","240","Circular             1052672           2 Microsoft-Windows-ModernDeployment-Diagnostics-Pr…","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","241","Circular             1052672           0 Microsoft-Windows-ModernDeployment-Diagnostics-Pr…","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","242","Circular             1052672           0 Microsoft-Windows-MemoryDiagnostics-Results/Debug","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","243","Circular             1052672             Microsoft-Windows-MediaFoundation-Performance/SAR…","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","244","Circular             1052672             Microsoft-Windows-LSA/Operational","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","245","Circular             1052672         403 Microsoft-Windows-LiveId/Operational","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","246","Circular             1052672             Microsoft-Windows-LinkLayerDiscoveryProtocol/Oper…","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","247","Circular             1052672          33 Microsoft-Windows-LanguagePackSetup/Operational","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","248","Circular             1052672        1484 Microsoft-Windows-Known Folders API Service","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","249","Circular            33554432         271 Microsoft-Windows-Kernel-WHEA/Operational","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","250","Circular            33554432           0 Microsoft-Windows-Kernel-WHEA/Errors","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","251","Circular             1052672           0 Microsoft-Windows-Kernel-WDI/Operational","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","252","Circular             1052672           0 Microsoft-Windows-Kernel-StoreMgr/Operational","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","253","Circular             1052672         414 Microsoft-Windows-Kernel-ShimEngine/Operational","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","254","Circular             1052672           0 Microsoft-Windows-Kernel-PRM/Operational","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","255","Circular             1052672           0 Microsoft-Windows-Kernel-Power/Thermal-Operational","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","256","Circular             1052672           0 Microsoft-Windows-Kernel-PnP/Driver Watchdog","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","257","Circular             5242880        1005 Microsoft-Windows-Kernel-PnP/Device Management","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","258","Circular             1052672        1313 Microsoft-Windows-Kernel-PnP/Configuration","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","259","Circular             1052672           0 Microsoft-Windows-Kernel-LiveDump/Operational","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","260","Circular             1052672           0 Microsoft-Windows-Kernel-IO/Operational","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","261","Circular             1052672         239 Microsoft-Windows-Kernel-EventTracing/Admin","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","262","Circular             1052672          25 Microsoft-Windows-Kernel-Dump/Operational","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","263","Circular             1052672           0 Microsoft-Windows-Kernel-CPU-Starvation/Operation…","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","264","Circular             1052672        1029 Microsoft-Windows-Kernel-Cache/Operational","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","265","Circular             1052672          15 Microsoft-Windows-Kernel-Boot/Operational","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","266","Circular             1052672           0 Microsoft-Windows-Kernel-ApphelpCache/Operational","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","267","Circular             1052672             Microsoft-Windows-Kerberos/Operational","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","268","Circular             1052672           0 Microsoft-Windows-KdsSvc/Operational","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","269","Circular             1052672           0 Microsoft-Windows-IPxlatCfg/Operational","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","270","Circular             1052672           0 Microsoft-Windows-Iphlpsvc/Operational","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","271","Circular             1052672           0 Microsoft-Windows-International-RegionalOptionsCo…","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","272","Circular             1052672           0 Microsoft-Windows-IKE/Operational","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","273","Circular             1052672           0 Microsoft-Windows-IdCtrls/Operational","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","274","Circular             1052672           0 Microsoft-Windows-Hyper-V-Worker-Operational","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","275","Circular             1052672         100 Microsoft-Windows-Hyper-V-Worker-Admin","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","276","Circular            33554432         810 Microsoft-Windows-Hyper-V-VmSwitch-Operational","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","277","Circular             1052672           0 Microsoft-Windows-Hyper-V-VID-Admin","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","278","Circular             1052672          10 Microsoft-Windows-Hyper-V-StorageVSP-Admin","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","279","Circular             1052672          47 Microsoft-Windows-Hyper-V-Hypervisor-Operational","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","280","Circular             1052672          14 Microsoft-Windows-Hyper-V-Hypervisor-Admin","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","281","Circular             1052672             Microsoft-Windows-Hyper-V-Guest-Drivers/Operation…","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","282","Circular             1052672           0 Microsoft-Windows-Hyper-V-Guest-Drivers/Admin","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","283","Circular           134217728         157 Microsoft-Windows-Hyper-V-Compute-Operational","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","284","Circular             1052672           1 Microsoft-Windows-Hyper-V-Compute-Admin","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","285","Circular             1052672             Microsoft-Windows-HttpService/Trace","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","286","Circular             1052672             Microsoft-Windows-HttpService/Log","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","287","Circular             1052672           0 Microsoft-Windows-HotspotAuth/Operational","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","288","Circular             1052672          25 Microsoft-Windows-Host-Network-Service-Operational","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","289","Circular             1052672          24 Microsoft-Windows-Host-Network-Service-Admin","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","290","Circular             1052672           0 Microsoft-Windows-HomeGroup Control Panel/Operati…","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","291","Circular             1052672           0 Microsoft-Windows-hidcfu/Operational","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","292","Circular             1052672           0 Microsoft-Windows-Help/Operational","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","293","Circular             1052672         315 Microsoft-Windows-HelloForBusiness/Operational","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","294","Circular             4194304        4629 Microsoft-Windows-GroupPolicy/Operational","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","295","Circular             1052672             Microsoft-Windows-glcnd/Admin","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","296","Circular             1052672           0 Microsoft-Windows-GenericRoaming/Admin","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","297","Circular             1052672           0 Microsoft-Windows-Forwarding/Operational","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","298","Circular             4194304           0 Microsoft-Windows-Folder Redirection/Operational","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","299","Circular             1052672           0 Microsoft-Windows-FMS/Operational","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","300","Circular             1052672           0 Microsoft-Windows-FileHistory-Engine/BackupLog","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","301","Circular             1052672           0 Microsoft-Windows-FileHistory-Core/WHC","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","302","Circular             1052672           0 Microsoft-Windows-FeatureConfiguration/Operational","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","303","Circular             1052672          18 Microsoft-Windows-Fault-Tolerant-Heap/Operational","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","304","Circular             1052672           0 Microsoft-Windows-EventCollector/Operational","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","305","Circular             1052672             Microsoft-Windows-ESE/Operational","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","306","Circular             1052672         154 Microsoft-Windows-EnhancedStorage-EhStorClass/Ope…","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","307","Circular             1052672             Microsoft-Windows-Energy-Estimation-Engine/EventL…","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","308","Circular             5242880           0 Microsoft-Windows-EFS/Operational","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","309","Circular             1052672           0 Microsoft-Windows-EDP-Audit-TCB/Admin","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","310","Circular             1052672           0 Microsoft-Windows-EDP-Audit-Regular/Admin","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","311","Circular             1052672           0 Microsoft-Windows-EDP-Application-Learning/Admin","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","312","Circular             1052672           0 Microsoft-Windows-EapMethods-Ttls/Operational","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","313","Circular             1052672           0 Microsoft-Windows-EapMethods-Sim/Operational","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","314","Circular             1052672           0 Microsoft-Windows-EapMethods-RasTls/Operational","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","315","Circular             1052672           0 Microsoft-Windows-EapMethods-RasChap/Operational","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","316","Circular             1052672           0 Microsoft-Windows-EapHost/Operational","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","317","Circular             1052672          16 Microsoft-Windows-DxgKrnl-Operational","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","318","Circular             1052672           0 Microsoft-Windows-DxgKrnl-Admin","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","319","Circular             1052672           0 Microsoft-Windows-DSC/Operational","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","320","Circular             1052672           0 Microsoft-Windows-DSC/Admin","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","321","Circular             1052672             Microsoft-Windows-DriverFrameworks-UserMode/Opera…","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","322","Circular             1052672             Microsoft-Windows-DNS-Client/Operational","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","323","Circular             1052672             Microsoft-Windows-DisplayColorCalibration/Operati…","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","324","Circular             1052672           0 Microsoft-Windows-DiskDiagnosticResolver/Operatio…","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","325","Circular             1052672           0 Microsoft-Windows-DiskDiagnosticDataCollector/Ope…","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","326","Circular             1052672           0 Microsoft-Windows-DiskDiagnostic/Operational","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","327","Circular             1052672          49 Microsoft-Windows-Diagnostics-Performance/Operati…","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","328","Circular             1052672           0 Microsoft-Windows-Diagnostics-Networking/Operatio…","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","329","Circular             1052672           0 Microsoft-Windows-Diagnosis-ScriptedDiagnosticsPr…","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","330","Circular             1052672          44 Microsoft-Windows-Diagnosis-Scripted/Operational","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","331","Circular             1052672          11 Microsoft-Windows-Diagnosis-Scripted/Admin","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","332","Circular             1052672          77 Microsoft-Windows-Diagnosis-Scheduled/Operational","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","333","Circular             1052672           0 Microsoft-Windows-Diagnosis-PLA/Operational","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","334","Circular             1052672        2293 Microsoft-Windows-Diagnosis-PCW/Operational","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","335","Circular             1052672         445 Microsoft-Windows-Diagnosis-DPS/Operational","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","336","Circular             1052672             Microsoft-Windows-Dhcpv6-Client/Operational","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","337","Circular             1052672           0 Microsoft-Windows-Dhcpv6-Client/Admin","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","338","Circular             1052672             Microsoft-Windows-Dhcp-Client/Operational","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","339","Circular             1052672         213 Microsoft-Windows-Dhcp-Client/Admin","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","340","Circular             1052672           0 Microsoft-Windows-DeviceUpdateAgent/Operational","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","341","Circular             1052672           0 Microsoft-Windows-DeviceSync/Operational","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","342","Circular             1052672         181 Microsoft-Windows-DeviceSetupManager/Operational","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","343","Circular             1052672         763 Microsoft-Windows-DeviceSetupManager/Admin","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","344","Circular             1052672           0 Microsoft-Windows-Devices-Background/Operational","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","345","Circular             1052672        1521 Microsoft-Windows-DeviceManagement-Enterprise-Dia…","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","346","Circular             1052672           0 Microsoft-Windows-DeviceManagement-Enterprise-Dia…","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","347","Circular             1052672        1478 Microsoft-Windows-DeviceManagement-Enterprise-Dia…","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","348","Circular             1052672           0 Microsoft-Windows-DeviceGuard/Operational","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","349","Circular             1052672           0 Microsoft-Windows-DateTimeControlPanel/Operational","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","350","Circular             1052672           0 Microsoft-Windows-DataIntegrityScan/CrashRecovery","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","351","Circular             1052672           0 Microsoft-Windows-DataIntegrityScan/Admin","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","352","Circular             1052672           0 Microsoft-Windows-DAL-Provider/Operational","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","353","Circular             1052672         825 Microsoft-Windows-Crypto-NCrypt/Operational","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","354","Circular             1052672           0 Microsoft-Windows-Crypto-NCrypt/CertInUse","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","355","Circular             1052672         930 Microsoft-Windows-Crypto-DPAPI/Operational","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","356","Circular             1052672             Microsoft-Windows-Crypto-DPAPI/Debug","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","357","Circular             1052672           0 Microsoft-Windows-Crypto-DPAPI/BackUpKeySvc","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","358","Circular             1052672           0 Microsoft-Windows-Crashdump/Operational","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","359","Circular             1052672           0 Microsoft-Windows-CorruptedFileRecovery-Server/Op…","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","360","Circular             1052672           0 Microsoft-Windows-CorruptedFileRecovery-Client/Op…","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","361","Circular             1052672        1131 Microsoft-Windows-CoreSystem-SmsRouter-Events/Ope…","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","362","Circular             1052672           0 Microsoft-Windows-CoreApplication/Operational","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","363","Circular             1052672          23 Microsoft-Windows-Containers-Wcifs/Operational","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","364","Circular             1052672          23 Microsoft-Windows-Containers-BindFlt/Operational","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","365","Circular             1052672           0 Microsoft-Windows-Compat-Appraiser/Operational","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","366","Circular             1052672         127 Microsoft-Windows-CodeIntegrity/Operational","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","367","Circular             1052672         383 Microsoft-Windows-CloudStore/Operational","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","368","Circular            10485760             Microsoft-Windows-CloudStore/Debug","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","369","Circular             8388608           0 Microsoft-Windows-Cleanmgr/Diagnostic","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","370","Circular             1052672             Microsoft-Windows-CertPoleEng/Operational","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","371","Circular             1052672           6 Microsoft-Windows-CertificateServicesClient-Lifec…","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","372","Circular             1052672           0 Microsoft-Windows-CertificateServicesClient-Lifec…","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","373","Circular             1052672             Microsoft-Windows-CertificateServicesClient-Crede…","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","374","Circular             1052672             Microsoft-Windows-CAPI2/Operational","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","375","Circular             1052672             Microsoft-Windows-Bluetooth-Policy/Operational","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","376","Circular             1052672           0 Microsoft-Windows-Bluetooth-MTPEnum/Operational","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","377","Circular             1052672             Microsoft-Windows-Bluetooth-Bthmini/Operational","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","378","Circular             1052672           0 Microsoft-Windows-Bluetooth-BthLEPrepairing/Opera…","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","379","Circular             1052672        1243 Microsoft-Windows-Bits-Client/Operational","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","380","Circular             1052672             Microsoft-Windows-Bits-Client/Analytic","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","381","Circular             1052672             Microsoft-Windows-BitLocker/BitLocker Operational","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","382","Circular             1052672          64 Microsoft-Windows-BitLocker/BitLocker Management","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","383","Circular             1052672         123 Microsoft-Windows-Biometrics/Operational","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","384","Circular             1052672             Microsoft-Windows-Base-Filtering-Engine-Resource-…","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","385","Circular             1052672             Microsoft-Windows-Base-Filtering-Engine-Connectio…","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","386","Circular             1052672           0 Microsoft-Windows-Backup","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
